-Baa	time of. Occurs in yaay-baa (sun-baa) meaning ‘summer’ and dhandarr-aa (frost-aa) meaning ‘winter’.	place of. Occurs in walaay-baa (campplace of) meaning ‘a person’s country or home place’. ♦ Gayaay-baa-ga ngiyani yanaa-waa-nha.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wagi2	lie. ♦ Wagi nhama waejiin-du guwaa-lda-nha. 	pretend, gammon. Ian Sim said it was also the name of a children’s game, like charades.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	humpy. A shelter, like a little hut.	Gamilaraay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	humpy. A shelter, like a little hut.	Gamilaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	humpy. A shelter, like a little hut.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	nest, e.g. a bird nest or catfish nest.	Gamilaraay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	nest, e.g. a bird nest or catfish nest.	Gamilaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walaay	camp. ♦ Nhama ngaya yana-waa-nha walaay-gu. 	nest, e.g. a bird nest or catfish nest.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan	hard, solid.	tough. As in, ‘tough meat’.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan	hard, solid.	tough. As in, ‘tough meat’.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan	hard, solid.	tough. As in, ‘tough meat’.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walanbaa	hard, solid. ♦ Giirruu ngaama dhaymaarr walanbaa.	strong. ♦ Walanbaa ngaya dhayn. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
walanbaa	hard, solid. ♦ Giirruu ngaama dhaymaarr walanbaa.	tough. ♦ Giirruu nginu dhinggaa, walan-bala nginu dhinggaa, walanbaa, ngay-bala gaba.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan.gumba 	hard ground. Also used to describe 'flinty’ ground.	hard thing.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan.gumba 	hard ground. Also used to describe 'flinty’ ground.	hard thing.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walan.gumba 	hard ground. Also used to describe 'flinty’ ground.	hard thing.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walban	trough. Ian Sim said it was originally a wooden container, possibly used for water.	bucket.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walban	trough. Ian Sim said it was originally a wooden container, possibly used for water.	bucket.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walban	trough. Ian Sim said it was originally a wooden container, possibly used for water.	bucket.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walgan	mother-in-law (husband’s mother).	aunt (any), aunt (man’s father’s sister). A man’s father’s sister ('aunt’ in English) is also a classificatory mother-in-law, and the term walgan is found as both 'aunt’ and ‘mother-in-law’. These days walgan is used in the same way as the English word 'aunt’.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walgan	mother-in-law (husband’s mother).	aunt (any), aunt (man’s father’s sister). A man’s father’s sister ('aunt’ in English) is also a classificatory mother-in-law, and the term walgan is found as both 'aunt’ and ‘mother-in-law’. These days walgan is used in the same way as the English word 'aunt’.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walgan	mother-in-law (husband’s mother).	aunt (any), aunt (man’s father’s sister). A man’s father’s sister ('aunt’ in English) is also a classificatory mother-in-law, and the term walgan is found as both 'aunt’ and ‘mother-in-law’. These days walgan is used in the same way as the English word 'aunt’.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walingay	out of place.	lonely, sulky.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walingay	out of place.	lonely, sulky.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
walingay	out of place.	lonely, sulky.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	stupid, silly.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	stupid, silly.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	stupid, silly.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	eccentric.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	eccentric.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wamba	mad, crazy.	eccentric.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wana-gj	throw, pitch. ♦ Giirr nhama birralii-cjuul-u nhama maayama wana-nhi maadhaay-a.	leave. Ted Fields said that this verb is used to mean ’leave’, as in ‘when a man leaves his wife’ or when you run out on somebody, and ‘leave them to look after themselves’. See also: gayawi-li.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wana-gj	throw, pitch. ♦ Giirr nhama birralii-cjuul-u nhama maayama wana-nhi maadhaay-a.	leave. Ted Fields said that this verb is used to mean ’leave’, as in ‘when a man leaves his wife’ or when you run out on somebody, and ‘leave them to look after themselves’. See also: gayawi-li.	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wana-gj	throw, pitch. ♦ Giirr nhama birralii-cjuul-u nhama maayama wana-nhi maadhaay-a.	leave. Ted Fields said that this verb is used to mean ’leave’, as in ‘when a man leaves his wife’ or when you run out on somebody, and ‘leave them to look after themselves’. See also: gayawi-li.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wanda	ghost, spirit.	white man.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wanda	ghost, spirit.	white man.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wanda	ghost, spirit.	white man.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wanggalay	game with discs and spears.	bark discs. Langloh-Parker described wanggalay as follows: a number of men arm themselves with wiejuwieju (toy spears), 1-2 m long. Two men take the wanggalay (pieces of bark), either squared or rounded and about 40 cm in diameter, and stand about 50 m from each other. First one and then the other throws their piece of bark, which rolls swiftly along the ground past the other men who try to spear it. He who hits the most wins the game. The old men scored well.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wanggalay	game with discs and spears.	bark discs. Langloh-Parker described wanggalay as follows: a number of men arm themselves with wiejuwieju (toy spears), 1-2 m long. Two men take the wanggalay (pieces of bark), either squared or rounded and about 40 cm in diameter, and stand about 50 m from each other. First one and then the other throws their piece of bark, which rolls swiftly along the ground past the other men who try to spear it. He who hits the most wins the game. The old men scored well.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wanggalay	game with discs and spears.	bark discs. Langloh-Parker described wanggalay as follows: a number of men arm themselves with wiejuwieju (toy spears), 1-2 m long. Two men take the wanggalay (pieces of bark), either squared or rounded and about 40 cm in diameter, and stand about 50 m from each other. First one and then the other throws their piece of bark, which rolls swiftly along the ground past the other men who try to spear it. He who hits the most wins the game. The old men scored well.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
waragaal 	left-handed.	left.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
waragaal 	left-handed.	left.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
waragaal 	left-handed.	left.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warangana	bee.	honey. This is the common word	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warangana	bee.	honey. This is the common word	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warangana	bee.	honey. This is the common word	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warra-y	stand. ♦ Yinarr nhama warra-y-la-nha. 	stand up, get up. ♦ Warragil warra-ya! 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warra-y	stand. ♦ Yinarr nhama warra-y-la-nha. 	swell. ♦ Mula nhama warra-nhi. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrayma-li	build, put up	stand up	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrayma-li	build, put up	stand up	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrayma-li	build, put up	send	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrayma-li	build, put up	send	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrayma-li	build, put up	raise (bring up)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrambul	watercourse (overflow channel)	Milky Way	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrambul	watercourse (overflow channel)	Milky Way	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	tree root.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	tree root.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	tree root.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	end. The thick or butt end of anything. Probably based on warra-y (stand).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	end. The thick or butt end of anything. Probably based on warra-y (stand).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warran	tree butt, tree trunk.	end. The thick or butt end of anything. Probably based on warra-y (stand).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	bee’s nest.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	bee’s nest.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	bee’s nest.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	honey.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	honey.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
warrul	worker bee.	honey.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wayagaal	left-handed.	left.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wayagaal	left-handed.	left.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wayagaal	left-handed.	left.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
snake track. One source, wayamaa	old man	old things	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
snake track. One source, wayamaa	old man	old things	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wayway	large oval fungus (Polyporus mylitta)	little humpy	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	firewood	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	firewood	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	firewood	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	light	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	light	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	light	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	clever	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	clever	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	bobby fish	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	bobby fish	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	spirit light 	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wii	fire	spirit light 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiiluun	dribble.	slime.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiiluun	dribble.	slime.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiiluun	dribble.	slime.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiirra-li	shave. ♦ Wiirra-la nhama birralii! 	shear.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wiirra-li	shave. ♦ Wiirra-la nhama birralii! 	shear.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiirra-li	shave. ♦ Wiirra-la nhama birralii! 	shear.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
Wiiyuu	chough (Corcorax melanorhamphus). A symbol of peace. Wiiyuu is like the bird’s call.	red-eyed spirit. Seen at night.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wiiyuu	chough (Corcorax melanorhamphus). A symbol of peace. Wiiyuu is like the bird’s call.	red-eyed spirit. Seen at night.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
Wiiyuu	chough (Corcorax melanorhamphus). A symbol of peace. Wiiyuu is like the bird’s call.	red-eyed spirit. Seen at night.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wila-y	sit	stay, stop, live	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wila-y	sit	stay, stop, live	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
wila-y	sit	ride	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	cart.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	cart.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	cart.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	whirlwind spirit.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	whirlwind spirit.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilbaarr	car. Name for any wheeled vehicle. Some say that wilbaarr is from the English ‘wheelbarrow’; but it may not be as it is also in the name Warrawilbaarru, a feared spirit which travels in whirlwinds; he spins or ‘goes like a wheel’.	whirlwind spirit.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wilgi	cane grass (Eragrostis australasica)	Wilkie 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-li	hear. ♦ Giirr ngaya nginunha winanga-lda-nha.	listen. ♦ Winanga-la nganha!	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	know	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	know	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	know	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	remember	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	remember	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	remember	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	think	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	think	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	think	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
winanga-y	understand	love	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wirri	small coolamon	plate	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wirrun	juice, gravy. The ’gravy’ or liquid from a grub and other foods.	soup, sauce.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wirrun	juice, gravy. The ’gravy’ or liquid from a grub and other foods.	soup, sauce.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wirrun	juice, gravy. The ’gravy’ or liquid from a grub and other foods.	soup, sauce.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyaybaa	stranger, foreigner.	strange, odd.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyaybaa	stranger, foreigner.	strange, odd.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyaybaa	stranger, foreigner.	strange, odd.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
wiyayl	echidna quill. ♦ Dhalaybaa nhama wiyayl. 	pen, pencil. Meaning extended by Walgett Language Program.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
