entry	main	second	language	dictionary	homonym	label
thanta	Trapo, andrajo, harapo.	figdo. Despreciable, antipático, refiriéndose a cosas y personas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
thantay	thantay. adj. Sumamente desgastado, envejecido, deteriorado.	Extremadamente harapiento, andrajoso. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
thantayachiy	Envejecer vestidos y cosas.	Convertirse o transformarse una persona o cosa en harapienta, andrajosa o traposa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
thapa	Integro, completo. 	Lanudo, plumoso.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Bolivia
thapa	Integro, completo. 	V. TAPA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Bolivia
thara	Desportillo del borde de algún recipiente. 	Falta de una pieza dental. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
tharaq	y s. Que desportilla por el borde un utensilio.	Que deja incompleto una fila. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
tharay	Desportillar por el borde algún utensilio.	Desmoronar o abrir una salida o entrada por un cerco o una acequia, por diferentes partes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
tharay	Desportillar por el borde algún utensilio.	Causar la pérdida o rotura de alguna pieza dental.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
tharay	Desportillar por el borde algún utensilio.	Bol. Atropellar, pisotear.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
tharayay	Desmoronamiento de un cerco por diferentes partes.	Desmoronarse un cerco por diferentes partes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | familiar
tharayay	Desmoronamiento de un cerco por diferentes partes.	Perder algunas piezas dentales.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | familiar
tharqenchu	Instrumentos como la rueca, el trompo, etc. que giran en forma torpe dando saltos desacompasados y recorriendo el espacios in equilibrio. 	Persona que, especialmente en estado de embriaguez, se comporta torpe y desgarbadamente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
thaski	Joven, mujer, doncella, muchacha.	Paso tambaleante del niño que empieza a caminar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  medida
thaski	Joven, mujer, doncella, muchacha.	Pasos indecisos de un convaleciente o anciano.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  medida
thaski	Joven, mujer, doncella, muchacha.	Paso considerado como medida arbitraria de longitud. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  medida
thaskiq	y s. Infante que da los primeros pasos.	Persona convaleciente que hace el ejercicio de caminar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
thaskiy	Dar pasos lentos; caminar delicadamente.	Dar los infantes sus primeros pasos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
thaskiy	Dar pasos lentos; caminar delicadamente.	Caminar cuidadosamente los enfermos y ancianos. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
thasnuchiq	y s. Que hace a-pagar el fuego con agua u otro líquido.	Persona encargada de apagar el fuego con agua.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
thasnuy	Apagar el fuego con agua. 	Apagar la sed de una persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
thataq	y s. Que sacude con violencia y por sorpresa a una persona.	Arrebatador de cosas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
thatay	Sacudir violenta y casi sorpresivamente a una persona.	Arrebatar violentamente algo de las manos de otra persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Bolivia
thatay	Sacudir violenta y casi sorpresivamente a una persona.	Beber en demasía y a menudo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Bolivia
thawtiykuy	Hablar hasta la saciedad toda suerte de incoherencias, despropósitos, disparates.	Desfogar la ira por este medio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
theqti	Recalentamiento. Calentura subida. (J.L.P.)	a!im. Fritura, frito.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
theqtiy	Freír alimentos.	Rechinarse, requemarse o tostarse los potajes. (J.L.P.) 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | alimentación
thinti	Risa socarrona.	Reidor, alegre, risueño, reilete. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
thintipayay	Mostrarse reilón.	Coquetear, reír coqueteando.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
thintiy	Reír socarronamente.	Reír disimuladamente y ahogando la carcajada. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
this!	Voz que reproduce el sonido que emite el gato cuando se arma contra el perro u otro animal enemigo.	Sonido que produce la leña húmeda cuando arde.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 interjección |  onomatopeya
thoqana	Escupidera, utensilio donde se escupe.	Susceptible de ser escupido.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
thoqay	Saliva producida por las glándulas salivares.	Escupir o expulsar por la boca la flema o el esputo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Fisiología |  verbo
thuki	Duda, dubitación, perplejidad.	Dudoso, perplejo, incierto.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
thullkiy	Descomponer, desmoronar, deshacer cosas materiales con los pies y los animales con las patas.	Apabullar, deshacer con los pies. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Bolivia
thumana	(Gaultheria brachibotiys DC) Planta herbácea de ceja de selva.	Sus frutos en bayas pequeñas son muy utilizados en la alimentación andina. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica | alimentación
thuniy	Demolición, destrucción, desplome.	Destruir, derruir, desplomar, demoler, arruinar una edificación.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
thunku	thunku. adj. Que camina dificultosamente como si tuviera trabas o estuviera maniatado.	figdo. Persona que camina con dificultad por causa de una enfermedad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
thunkuy	Acto de maniatar.	Atrincamiento.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | Bolivia
thunkuy	Acto de maniatar.	Nudo de maniota.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | Bolivia
thunkuy	Acto de maniatar.	Maniatar, mancornar alas bestias. (J.L.P.) 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | Bolivia
thunkuy	Acto de maniatar.	Salto sobre un pie.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo | Bolivia
thupa	Raspadura, limadura, rozadura o ralladura.	Técnico, persona especializada en alguna actividad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
thupakuy	Rasparse, rallarse fácilmente algo.	Restregarse los pies ásperos, escamosos por la suciedad acumulada.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
thupana	Raspador, rallador, tarjador, escofina.	Cosa o material que se debe raspar, rallar o tarjar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
thutay	Apolillamiento, destrozo en el vestido y similares.	Apelillarse el vestido o similares.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
thutupakuy	Refunfuño, rezongo. 	Refunfuñar, rezongar, gruñir, hablar entre dientes en señal de disgusto. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
t'akanayay	Tener ganas de derramar.	figdo. Amenazar la lluvia con gotas suaves.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'akapa	Resiembra, nueva siembra que se hace cuando no ha brotado la semilla echada o cuándo hay claros en el sembrado. (J.L.P.)	Añadidura, como adorno de algunos condimentos y otros picadillos a la sopa y otros potajes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | alimentación | familiar
t'akapa	Resiembra, nueva siembra que se hace cuando no ha brotado la semilla echada o cuándo hay claros en el sembrado. (J.L.P.)	Derrame al boleo de dulces, dinero, frutas, etc. después de los bautizos o en procesiones.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | alimentación | familiar
t'akarikuy	Derramarse alguna cosa por efecto de algún agente externo.	Volverse pobre una persona rica.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
t'akaykachakuy	Derramarse, diseminarse poco a poco los granos u otras cosas menudas.	Empezar a caer la lluvia por gotas ralas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Climatología
t'anka	Posición de cubito dorsal.	Descanso de espaldas de las criaturas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
t'ankarayay	Yacer prolongadamente de espaldas,	Repantigarse por ocio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
t'ankarikuy	Echarse de espaldas para un breve reposo.	Tomar un descanso o relajarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'anpa	y adj. Cabellos desgreñados y sin peinarse; cabellera desordenada, revuelta, enmarañada. 	Desgreñada, desordenada (referente a la cabellera.) 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'anpa	y adj. Cabellos desgreñados y sin peinarse; cabellera desordenada, revuelta, enmarañada. 	Arbol ramoso, muy frondoso. Aplícase también a las raíces enmarañadas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'anpayay	Desgreñarse la cabellera o la lana. 	Enmarañarse las raíces y las ramas de los árboles.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'antayoq	y s. Persona que tiene o vende pan.	Recipiente que contiene pan.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'antayoq	y s. Persona que tiene o vende pan.	Agregado o acompañado con pan. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqachikuq	y s. Que pide y obtiene su parte correspondiente en derechos.	Desaforado, aislado, separado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | adjetivo | familiar
t'aqachikuq	y s. Que pide y obtiene su parte correspondiente en derechos.	Excomulgado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | adjetivo | familiar
t'aqachikuy	Pedir y obtener su parte, en derechos.	Sufrir desaforo, separación, aislamiento, excomunión.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqakuy	Separar algo de su conjunto violentamente, sin reparo alguno.	Separarse, aislarse, apartarse del grupo por decisión propia.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqanakuy	Repartirse, dividirse entre dos o más los bienes o enseres. 	NEOL. Juris. Separarse, de hecho o de derecho, dos personas del vínculo matrimonial. Divorciarse. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqapay	Tomar la vía más corta para alcanzar la meta.	Alcanzar a alguien, cruzando el camino.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqarikuna	Lugar, sitio donde se separan las personas.	Lugar donde se bifurcan los caminos o los ríos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía
t'aqarikuna	Lugar, sitio donde se separan las personas.	Nudo de donde se bifurcan los ramales o las cordilleras.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía
t'aqllachiq	y s. Que hace o manda palmear.	NEOL. Que invita a aplaudir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllachiy	Hacer o mandar palmear.	NEOL. Hacer o mandar aplaudir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqllakuq	y s. Que aplaude.	Aplaudidor.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllakuy	Palmetear.	NEOL.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqllana	Susceptible de ser palmeado.	NEOL. Susceptible de ser aplaudido.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllana	Susceptible de ser palmeado.	Objeto, mesa donde se amasa el pan.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllanakuy	Darse palmadas mutuamente.	NEOL. Aplaudirse mutuamente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqllapifkuy	Palmoteo ligero y vano, ya por llamar la atención o por demostrar enojo o cólera.	Palmetear vanamente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
t'aqllaq	y s. Que palmea.	NEOL. Que aplaude.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllaq	y s. Que palmea.	Panadero u obrero que tablea la masa para el pan.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqllay	Palmear.	NEOL. Aplaudir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqllay	Palmear.	Tablear la masa de pan.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqpay	Hechar tierra encima de algo.	Pe.Areq: Hechar tierra en la cara (Caylloma).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqpi	y adj. Persona que tiene los pies mal formados.	Gallina u otra ave que tiene la costumbre de estar siempre escarbando la tierra u otras cosas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  Zoología
t'aqsachikuq	y s. Que se hace lavar la cabellera.	Que hace lavar sus prendas de vestir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aqsachikuy	Hacerse lavar la cabellera.	Mandar lavar los vestidos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqsana	Lavadero, lugar u objeto donde se lava la ropa.	NEOL. Jabón o detertergente usado para el lavado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'aqsana	Lavadero, lugar u objeto donde se lava la ropa.	Cabellera o ropas sucias destinadas a ser lavadas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'aqsay	Acción de lavar la ropa o la cabellera.	Lavar la cabellera o la ropa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
t'aqtana	NEOL. Pisón, rodillo, aplanadora.	Terreno susceptible a ser nivelado, aplanado o apisonado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'aqtiyay	Pisadas fuertes o zapateo al compás de la música, especialmente en elwayno.	Zapatear bailando al ritmo de la música, especialmente del wayno.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Folklore |  verbo
t'aqwi	Cosa rebuscada, que ha sido examinado y traficado.	Rebuscador, buscón, curioso que todo lo busca o registra. (J.L.P.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'aqwinakuy	Rebuscarse los bolsillos u otras cosas mutuamente.	figdo. Delatarse mutuamente los defectos o faltas ocultas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aqwiy	Investigación.	Examinar, registrar, revisar con detención aquello que se busca.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
t'aqwiy	Investigación.	figdo. Buscar la verdad. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
t'ara	Porción de cabellos, pelos o lana apermasados. 	Estúpido, bobo, ignorante.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo | Bolivia
t'ara	Porción de cabellos, pelos o lana apermasados. 	Dos cosas gemelas y unidas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo | Bolivia
t'asla	Objeto plano.	Objeto tendido. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'aslachiy	Mandar o hacer aplanar algo.	Mandar o dejar tendida alguna cosa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'aslay	Aplanar algo.	Dejar tendida alguna cosa. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'ata	Dos cuerpos o dos e-lementos unidos por una parte común. 	Dícese de las manos o de los pies que tienen seis dedos. (J.L.P.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
t'ata	Dos cuerpos o dos e-lementos unidos por una parte común. 	V. TAQE.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
t'eqe	Bulto o fardo muy compacto y bien amarrado.	Ajustado, apretado. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'eqwa	Descascaramiento, extracción de la envoltura de algo.	Descortezamiento de la cutícula del maíz, de las habas, etc. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
t'eqwana	Instrumento con que se descascara, descorteza o desvaina.	Frutos, tallos dispuestos a ser descascarados o descortezados,	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
t'ika	pallay. s. tcj. Dibujo con hilos multicolores en los tejidos.	Recojo de flores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'ika	pallay. s. tcj. Dibujo con hilos multicolores en los tejidos.	Recoger flores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'ikachakuq	y s. Dícese de la planta que se carga de flores. Florífero. (J.L.P.)	Que se adorna a sí mismo, o a otra persona, con flores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
t'ikachakuy	Engalanarse o adornarse con flores.	Cubrirse de flores los jardines y prados. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'ikachay	Adornar, engalanar con flores.	figdo. y fam. Adornar a los animales con hilos o lanas multicolores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
t'ikanayay	Estar apunto de florecer una planta.	Llenarse de pimpollos una planta.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Botánica
t'ikaq	Planta fanerógama.	Floreciente, que florece.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
